,org,person,count,keywords in emails,files
3635,Winn Exploration Co.,Bob      Vance L Taylor,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3636,FYI,Hillary,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3637,FYI,Bob      Vance L Taylor,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3638,Susan,Hillary,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3639,Susan,Bob      Vance L Taylor,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3640,IM Wellhead,Hillary,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3641,IM Wellhead,Bob      Vance L Taylor,2,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered","{'20476.txt', '9410.txt'}"
3642,Britt Davis,Richard B Sanders,2,"ena pay invoice, invoices received split, enron subject doj, split costs gpg, stephens litigation, party invoices, clyde copied, davis enron 04, delivery copies recent, 436 71 pounds","{'33756.txt', '4980.txt'}"
3643,Astros,Kimberly Nelson,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3644,Astros,Taylor,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3645,Astros,Jessica Nunez,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3646,Astros,Charla Reese,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3647,Astros,Heather Choate,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3648,WalkAmerica,Charla Reese,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3649,March of Dimes,Kimberly Nelson,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3650,March of Dimes,Taylor,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3651,March of Dimes,Jessica Nunez,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3652,March of Dimes,Charla Reese,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3653,March of Dimes,Heather Choate,2,"houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids, contest 20 enron, contingent staffing solutions, day festival volunteer, help raise funds, 01 discounted tickets","{'23842.txt', '27760.txt'}"
3654,ABB,Kay,2,"abb transformer contract, add signature pages, original initialled documents, contract original, given thanks kay, turbine torture, abb let know, arrange meeting houston, bugger propose thursday, room hours document","{'6135.txt', '31981.txt'}"
3655,Pegasus,John Tisdale,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3656,Pegasus,Jack Wallace,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3657,Pegasus,John Anderson,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3658,Pegasus,Nicholas,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3659,Kay Mann/Corp,John Tisdale,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3660,Kay Mann/Corp,Jack Wallace,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3661,Kay Mann/Corp,John Anderson,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3662,Kay Mann/Corp,Nicholas,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3663,IT Helpdesk,John Tisdale,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3664,IT Helpdesk,Jack Wallace,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3665,IT Helpdesk,John Anderson,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3666,IT Helpdesk,Nicholas,2,"shoemaker mail kent, mann corp enron, pegasus ge documents, looks like, parker isabel isabel, corp enron, john tisdale mail, pegasus ena documents, assistance carolyn, documentation mark objection","{'34959.txt', '39737.txt'}"
3667,Reds,Ben,2,"tickets reds game, reds game ben, reds just wanted, ben, got, reds tickets, tickets guess disagree, fine ben, disagree thats fine, thats","{'37451.txt', '23420.txt'}"
3668,Conoco,Eric,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, ex enron employees, send documents, hopes services retained, torch trying work, executed assignments","{'24009.txt', '8658.txt'}"
3669,ET&S,Kathy Ringblom,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, retention documents, 10 years litigation, contracts agreements backup, enron enron cc, files pay issues","{'24009.txt', '27075.txt'}"
3670,ET&S,Mary Kay,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, retention documents, 10 years litigation, contracts agreements backup, enron enron cc, files pay issues","{'24009.txt', '27075.txt'}"
3671,ET&S,Tony Pryor,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, trading policy meeting, enron drew fossum, attachment document tony, revised, print thanks df","{'24009.txt', '17747.txt'}"
3672,ET&S,Drew,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, richardson dinner think, hired tim position, send clips drew, following carlsbad pipeline, invoice floating aware","{'9198.txt', '24009.txt'}"
3673,MKM,Steve,2,"enron document retention, compliance enron, kirk et enron, concerns arose conoco, policies improve compliance, mkm decommisioning phoenix, opm vision document, status report need, unify sitara plans, enron cc subject","{'24009.txt', '31023.txt'}"
3674,Kay Mann/Corp,Roseann Engeldorf,2,"ii bills sale, insertion date ca, enron enron, documents forwarded kay, emails containing intergen, corp enron enron, needed closing, documents boring list, lm6000s updated expected, ect nancy","{'2702.txt', '33019.txt'}"
3675,Rice University,Pamela Castro,2,"rosters rice university, mgmt 656 energy, pamela castro mba, names mail addresses, excel document","{'8374.txt', '8273.txt'}"
3676,MBA Program Associate Rice University,Pamela Castro,2,"rosters rice university, mgmt 656 energy, pamela castro mba, names mail addresses, excel document","{'8374.txt', '8273.txt'}"
3677,FMA,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3678,FMA,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3679,FMA,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3680,FMA,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3681,Hotel Sofitel,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3682,Hotel Sofitel,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3683,Hotel Sofitel,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3684,Hotel Sofitel,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3685,Rive Gauche,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3686,Rive Gauche,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3687,Rive Gauche,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3688,Rive Gauche,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3689,Financial Management Association,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3690,Financial Management Association,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3691,Financial Management Association,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3692,Financial Management Association,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3693,University of South Florida,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3694,University of South Florida,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3695,University of South Florida,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3696,University of South Florida,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3697,College of Business Administration,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3698,College of Business Administration,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3699,College of Business Administration,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3700,College of Business Administration,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3701,Dartmouth College,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3702,Dartmouth College,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3703,Dartmouth College,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3704,Dartmouth College,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3705,Amos Tuck School,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3706,Amos Tuck School,John D. Martin,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3707,Amos Tuck School,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3708,Amos Tuck School,John D. Martin Carr P. Collins,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3709,Baylor University PO Box,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3710,Baylor University PO Box,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3711,Waco,Stinson,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3712,Waco,Karen Wright,2,"fma european conference, org mailer mozilla, european meeting financial, papers december 2000, years spent enron, enron vince john, note completed papers, thanks stinson able","{'32431.txt', '36478.txt'}"
3713,GE,John,2,"vitro termination agreement, invoice status assignment, ge received, enron enron, originals does processed, contract language ge, brief cognizant gov, clarified larger enron, indemnities don document, meaning adding term","{'4225.txt', '9905.txt'}"
3714,GE,Brian D Barto,2,"vitro termination agreement, invoice status assignment, ge received, enron enron, originals does processed, storage requesting invoice, long agreement equipment, signing contract change, final review approval, immediately blue dog","{'5236.txt', '9905.txt'}"
3715,FUNB,Clare,2,"form deutsche schedule, deutsche bank isda, master agreements tana, progress funb documents, status best regards","{'37243.txt', '15603.txt'}"
3716,Enron Capital & Trade Resources Corp,Mary Hain,2,"enron data responses, power investigation responses, ferc bulk power, energy regulatory commission, view summary tab, subject draft tsa, included ioa, enron_system_impact_report, interconnection study, finalization parallel document","{'26386.txt', '23169.txt'}"
3717,CA Energy Development I,Kay Mann,2,"ge invoice llc, change periods removed, requested language, facility agreements ca, sweetgum energy intergen, energy development ca, assignment turbopark documents, agreements pages faxed, lee receiving package, containing following changed","{'30654.txt', '37322.txt'}"
3718,LLC,Carolyn,2,"ge invoice llc, change periods removed, requested language, facility agreements ca, sweetgum energy intergen, llc documents panda, development fee delta, funding escrow, energy delta apologies, status break contract","{'37322.txt', '24580.txt'}"
3719,ISDA,Alan Aronowitz,2,"isda electronic document, document available dear, mcbride enron 01, access online versions, available jane, following isda documents, enron counterparty advise, approval gtc, houston alan informed, weather derivative","{'29120.txt', '30940.txt'}"
3720,Rob Bradley/Corp,Shirley,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3721,Rob Bradley/Corp,Vince J Kaminski,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3722,Rob Bradley/Corp,Marie Hejka,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3723,Rob Bradley/Corp,Habiba Bayi,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3724,Rob Bradley/Corp,Johan  Zaayman,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3725,Rob Bradley/Corp,Margaret Carson,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3726,Rob Bradley/Corp,Mark  Palmer,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3727,Rob Bradley/Corp,Steven J Kean,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3728,Rob Bradley/Corp,Elisabeth  McCabe,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3729,Karen Denne/Corp,Shirley,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3730,Karen Denne/Corp,Vince J Kaminski,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3731,Karen Denne/Corp,Marie Hejka,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3732,Karen Denne/Corp,Habiba Bayi,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3733,Karen Denne/Corp,Johan  Zaayman,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3734,Karen Denne/Corp,Margaret Carson,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3735,Karen Denne/Corp,Mark  Palmer,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3736,Karen Denne/Corp,Elisabeth  McCabe,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3737,Ricardo Charvel,Shirley,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3738,Ricardo Charvel,Vince J Kaminski,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3739,Ricardo Charvel,Marie Hejka,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3740,Ricardo Charvel,Habiba Bayi,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3741,Ricardo Charvel,Johan  Zaayman,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3742,Ricardo Charvel,Margaret Carson,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3743,Ricardo Charvel,Mark  Palmer,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3744,Ricardo Charvel,Steven J Kean,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3745,Ricardo Charvel,Elisabeth  McCabe,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3746,EES,Shirley,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3747,EES,Vince J Kaminski,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3748,EES,Marie Hejka,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3749,EES,Habiba Bayi,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3750,EES,Johan  Zaayman,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3751,EES,Margaret Carson,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3752,EES,Mark  Palmer,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3753,EES,Steven J Kean,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3754,EES,Elisabeth  McCabe,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3755,Marie Hejka Knowledge Management Forum,Shirley,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3756,Marie Hejka Knowledge Management Forum,Vince J Kaminski,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3757,Marie Hejka Knowledge Management Forum,Marie Hejka,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3758,Marie Hejka Knowledge Management Forum,Habiba Bayi,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3759,Marie Hejka Knowledge Management Forum,Johan  Zaayman,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3760,Marie Hejka Knowledge Management Forum,Margaret Carson,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3761,Marie Hejka Knowledge Management Forum,Mark  Palmer,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3762,Marie Hejka Knowledge Management Forum,Steven J Kean,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3763,Marie Hejka Knowledge Management Forum,Elisabeth  McCabe,2,"enron_development, list remind vince, document identification effort, ect 02 17, forward types documentation","{'14718.txt', '36058.txt'}"
3764,Houston Ballet,"Copp,lia",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3765,Houston Ballet,Franz,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3766,Houston Ballet,"Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3767,Houston Ballet,William,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3768,Houston Ballet,"Arthur Saint-L,on",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3769,Houston Ballet,"L,o  Delibes",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3770,Houston Ballet,Karen Dacko,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3771,Houston Ballet,Frederic Franklin,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3772,Houston Ballet,"Dr. Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3773,Houston Ballet,Peter Farmer,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3774,Houston Ballet,Anne Heaton,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3775,Houston Ballet,Desmond Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3776,Houston Ballet,Carl Cunningham,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3777,Houston Ballet,Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3778,Houston Ballet,"Dr. Copp,lius's",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3779,Miller Outdoor Theatre,"Copp,lia",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3780,Miller Outdoor Theatre,Franz,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3781,Miller Outdoor Theatre,"Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
